grouping,dep_id,url,mrds_id,mas_id,site_name,latitude,longitude,region,country,state,county,com_type,commod1,commod2,commod3,oper_type,dep_type,prod_size,dev_stat,ore,gangue,other_matl,orebody_fm,work_type,model,alteration,conc_proc,names,ore_ctrl,reporter,hrock_unit,hrock_type,arock_unit,arock_type,structure,tectonic,ref,yfp_ba,yr_fst_prd,ylp_ba,yr_lst_prd,dy_ba,disc_yr,prod_yrs,discr,score,"",Site_Name,Other_Name,Last_Updt,Commodity,MinReg_ID,Remarks,Approx_Lon,Approx_Lat,Loc_Pt,Loc_Poly,GeolMinOcc,Resources,Production,History,Dep_Model,Descr_Sum
250,10008599,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008599,D000912,,Laughmont Claims,38.46658,-119.45098,NA,United States,California,Mono,M,,,Tungsten,Unknown,,N,Occurrence,Scheelite,,,,,,,,,,"Elliott, James E., Fraticelli, L. A. (Albers, J.)",,,,Diorite,,,"LEMMON, D. M., TUNGSTEN DEPOSITS OF THE US;  UNPUBLISHED DATA, P. 298.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.",,,,,,,,,D,,,,,,,,,,,,,,,,,
250,10031458,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031458,M010276,,Laughmont Claims Deep Creek Mine,38.4688,-119.45681,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"USGS MAP MR-25, 1962, NO. 47CALIF. ECONOMIC MINERAL MAP NO. 4, 1942",,,,,,,,,D,,,,,,,,,,,,,,,,,
250,10286263,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286263,D000912,60510378,Laughmont Claims,38.46601,-119.45178,NA,United States,California,Mono,M,Tungsten,,,Unknown,,,Unknown,,,,,,,,,"Laughmont Claim, Deep Creek Mine",,"Ridenour, James",,,,,,,"U.S. GEOLOGICAL SURVEY MINERAL INVESTIGATIONS RESOURCE MAP MR-21,1962, NO. 47, P. 5 (TEXT).",,,,,,,,,D,,,,,,,,,,,,,,,,,
251,10164237,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10164237,,60510011,Defense Tungsten Mine,38.42132,-119.41128,NA,United States,California,Mono,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
252,10139782,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139782,,60510356,Gold West,37.68884,-118.57065,NA,United States,California,Mono,M,Gold,,Tungsten,Surface-Underground,,,Prospect,,,,,,,,,Benton Range Rare Ii Area,,"Rains, Richard",,,,,,,"RAINS, R.L., AND OTHERS, 1980, MINERAL RESOURCES OF THEBENTON RANGE RARE II AREA (NO. 5056), MONO COUNTY,CALIFORNIA:  UNPUBLISHED REPORT ON FILE AT THE WESTERNFIELD OPERATIONS CENTER, SPOKANE, WA., TABLE 3, P. 82.U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 83-82, 1982, TABLE 2,P. 13.",,,,,,,,,D,,,,,,,,,,,,,,,,,
253,10007148,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10007148,C010266,,Golden Gate,38.50963,-119.53487,NA,United States,California,Mono,M,Gold,Tungsten,,Unknown,,S,Past Producer,"Gold, Pyrite, Scheelite",Quartz,,LENTICULAR,,,,,,,"Nelson, Scott C. (Albers, John, P.)",,Schist,,Diabase,,,"TUCKER, W. B., AND SAMPSON, R. J., 1940 , MINERAL RESOURCES OF MONO COUNTY:  CALIFORNIA JOURNAL OF MINES AND GEOLOGY, V. 36 , NO. 2 , P. 124 , PL. 1 .EAKLE, A. S., AND MCLAUGHLIN, R. P., 1917 , MONO COUNTY:  REPORT 15 OF THE STATE MINERALOGIST, CALIFORNIA STATE MINING BUREAU, P. 140 , 165 .EAKLE & MCLAUGHLIN ( 1917 )",,,,,,,,,C,,,,,,,,,,,,,,,,,
253,10031452,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031452,M010265,,Occurrences,38.50885,-119.52918,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"CALIF. ECONOMIC MINERAL MAP NO. 4, 1942",,,,,,,,,D,,,,,,,,,,,,,,,,,
254,10031549,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031549,M010562,,Granite Coos,37.65921,-118.54197,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"CALIF. SP. REPT. 48, P. 8 AND PL. 1USGS B. 922-S, P. 591-2B. 725, P. 276-7; ADD. REF.: CALIF. V. 38, NOS. 3 AND 4, P. 339; GQ-99",,,,,,,,,D,,,,,,,,,,,,,,,,,
255,10031523,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031523,M010481,,Hard Point Prospect,37.57271,-118.90956,NA,United States,California,Mono,M,"Tungsten, Molybdenum",,,Unknown,,N,Occurrence,,,,,,,,,"Laurel Cr. Prospect, Bloody Mountain Tungsten Group: Free Gold, Red Bluff, Sibyl, Lloyd, Joe Claims",,"Gere, W.",,,,,,,"CALIF. V. 30, NO. 1, P. 83 AND 84, PL. 2 AND 3USGS B. 931- PAPER 385, P. 98, PL. 1; USGS BULL. 1182E, P. 39",,,,,,,,,D,,,,,,,,,,,,,,,,,
255,10031524,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031524,M010482,,Bloody Mtn. Jessie Group,37.57271,-118.90956,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"CALIF. V. 30, NO. 1, P. 83 AND PL. 2 AND 3USGS B. 931-E, P. 100 AND PL. 14USGS MAP MR-25, NO. 49; ADD. REF.: CALIF. V. 38, NOS. 3 AND 4, P. 339",,,,,,,,,D,,,,,,,,,,,,,,,,,
255,10140209,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10140209,M010481,60510158,Hard Point Mine,37.56554,-118.90985,NA,United States,California,Mono,M,Tungsten,,"Copper, Molybdenum",Underground,,,Past Producer,,,,,,,,,Laurel-Mcgee Rare Ii Area,,Johnson,,,,,,,"JOHNSON, F.L., MINERAL INVESTIGATION OF THE LAUREL-MCGEERARE II AREA 9NO. 5045), MONO COUNTY, CA, U.S. BUREAUOF MINES, MLA OPEN-FILE REPORT 38-83, TABLE 1, NO. 10,P. 11.JOHNSON, F.L. AND OTHERS, 1985, MINERAL RESOURCES OF THEJOHN MUIR WILDERNESS, FRESNO, INYO, MADERA, AND MONOCOUNTIES, CA, U.S. BUREAU OF MINES, UNPUBLISHED, MLAFILE REPORT, PLATE 1, MAP NO. 10.",,,,,,,,,D,,,,,,,,,,,,,,,,,
255,10159995,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10159995,,60510493,Bloody Mountain Prospect,37.55774,-118.91065,NA,United States,California,Mono,M,Tungsten,,,Surface,,,Occurrence,,,,,,,,,John Muir Wilderness,,Johnson,,,,,,,"JOHNSON, F. L., AND OTHERS, 1985, MINERAL RESOURCES OF THEJOHN MUIR WILDERNESS, FRESNO, INYO, MADERA, AND MONOCOUNTIES, CALIFORNIA:  PLATE 1, MAP NO. 9, IN UNPUB-LISHED REPORT ON FILE AT WESTERN FIELD OPERATIONSCENTER, SPOKANE, WA.",,,,,,,,,D,,,,,,,,,,,,,,,,,
256,10286227,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10286227,,60510126,Hess Mine,37.99572,-119.30097,NA,United States,California,Mono,M,Tungsten,,,Underground,,,Past Producer,,,,,,,,,"Mono Ore, Tungsten Associates Ltd. Mine, Hoover Wilderness",,"Zilka, Nicholas T.",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 49-82, 1982, PLATE 1,NOS. 61, 62, AND 63.U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 7-82, 1982, FIGURE 1.",,,,,,,,,D,,,,,,,,,,,,,,,,,
257,10092369,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10092369,M010475,,Hidden Fortune 1 and 2 Claims,37.6016,-118.90957,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"CALIF. V. 30, NO. 1, PL.",,,,,,,,,D,,,,,,,,,,,,,,,,,
258,10101392,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10101392,D000917,,Phelps Hilton Creek Mine,37.51661,-118.76762,NA,United States,California,Mono,M,Tungsten,,Molybdenum,Unknown,,S,Past Producer,"Molybdenite, Scheelite","Calcite, Garnet, Hornblende, Pyroxene, Quartz",,IRREGULAR,,,,,,"Ore Body Localized In Large Re-Entrant In The Qtz. Monzonite Contact, Similar In Some Respects To Ore Body At Nicolc Mine But Showing Concordant Rather Than Discordant Relationships.","Elliott, James E., Fraticelli, L. A. (Albers, J.), Mosier, Dan",,Marble,,,,,"RINEHART, C. D. AND ROSS, D. C., 1964, GEOLOGY AND MINERAL DEPOSITS OF MT. MORRISON QUAD., SIERRA NEVADA, CA; PROF. PAPER 385, P. 93-94.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.",,,,,,,,,B,,,,,,,,,,,,,,,,,
258,10139994,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139994,,60510178,Hilton Creek Mine,37.52464,-118.77035,NA,United States,California,Mono,M,Gold,Tungsten,,Underground,,,Past Producer,,,,,,,,,"Phelps Mine, Silver Star, John Muir Wilderness, Hilton Creek Tungsten Deposit",,"Buckingham, David A.",,,,,,,"U.S. BUREAU OF MINES OPEN-FILE REPORT MLA 2-81, 1981, TABLE 1,NO. 8, P. 13.",,,,,,,,,D,,,,,,,,,,,,,,,,,
258,10188519,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188519,,60510494,Phelps Hilton Creek Mine,37.54024,-118.76985,NA,United States,California,Mono,M,Tungsten,,,Underground,,,Past Producer,,,,,,,,,John Muir Wilderness,,Johnson,,,,,,,"JOUNSON, F. L., AND OTHERS, 1985, MINERAL RESOURCES OF THEJOHN MUIR WILDERNESS, FRESNO, INYO, MADERA, AND MONOCOUNTIES, CALIFORNIA:  PLATE 1, MAP NO. 24, IN UNPUB-LISHED REPORT ON FILE AT WESTERN FIELD OPERATIONSCENTER, SPOKANE, WA.",,,,,,,,,D,,,,,,,,,,,,,,,,,
259,10139835,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139835,,60510175,Independence Prospect,37.80133,-119.16876,NA,United States,California,Mono,M,Silver,,"Tungsten, Lead",Underground,,,Past Producer,,,,,,,,,"Independence, Minarets Wilderness",,Thurber,,,,,,,"U.S. GEOLOGICAL SURVEY BULLETIN 1516-D, 1982, P. 127-129.",,,,,,,,,D,,,,,,,,,,,,,,,,,
26,10285361,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10285361,,60190395,Hacker Mountain Mine,36.87995,-119.24406,NA,United States,California,Fresno,M,Gold,,"Iron, Silver, Tungsten",Underground,,,Prospect,,,,,,,,,,,Western Field Operations Center (WFOC),,,,,,,REF MIN. PROP. FILE,,,,,,,,,D,,,,,,,,,,,,,,,,,
260,10139657,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139657,,60510010,Indian & Big Horse Groups,37.91103,-119.12597,NA,United States,California,Mono,M,Tungsten,,,Surface-Underground,,,Unknown,,,,,,,,,,,"Ridenour, James",,,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
261,10008598,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008598,D000911,,Brown Horse,38.53324,-119.53431,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Elliott, James E.",,,,,,,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.",,,,,,,,,D,,,,,,,,,,,,,,,,,
261,10022727,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10022727,FS00164,,Leader Mine,38.52908,-119.54487,NA,United States,California,Mono,M,,,Tungsten,Unknown,Vein,N,Occurrence,,,,,,,,,,,"Meier, M. Lorrie, Oland, G. P. (Orris, Greta J.), Mason, George",,Limestone,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
261,10022728,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10022728,FS00165,,Joe Mine No. 1,38.56658,-119.53431,NA,United States,California,Mono,M,,,Tungsten,Unknown,Vein,N,Occurrence,,,,,,,,,,,"Meier, M. Lorrie",,Limestone,,,,,,,,,,,,,,E,,,,,,,,,,,,,,,,,
261,10031451,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10031451,M010263,,Joe Leader & Indian Dick Claims Brown Horse,38.54047,-119.53015,NA,United States,California,Mono,M,Tungsten,,,Unknown,,N,Occurrence,,,,,,,,,,,"Gere, W.",,,,,,,"INDEX OF DMEA REPORTS (CALIFORNIA-NEVADA), DMA  NO. 4515, P. 26USGS MAP MR-25, 1962, NO. 46CALIF. ECONOMIC MINERAL MAP NO. 4, 1942; ADD. REF.: CALIF. V. 38, NOS. 3 AND 4, P. 338",,,,,,,,,D,,,,,,,,,,,,,,,,,
261,10115802,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10115802,FS00164,60510326,Joe Leader & In,38.52911,-119.54488,NA,United States,California,Mono,M,Tungsten,,,Unknown,,,Unknown,,,,,,,,,Leader Mine,,"Ridenour, James",,,,,,,U.S. GEOLOGICAL SURVEY FILES.,,,,,,,,,D,,,,,,,,,,,,,,,,,
261,10139804,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10139804,M010265,60510327,Unnamed Tungsten Occurrence,38.52801,-119.52518,NA,United States,California,Mono,M,Tungsten,,,Unknown,,,Unknown,,,,,,,,,Tungsten Occurrence,,"Ridenour, James",,,,,,,"CALIF. ECONOMIC MINERAL MAP, 1942.",,,,,,,,,D,,,,,,,,,,,,,,,,,
261,10188488,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10188488,,60510009,Indian Dick Mine,38.53321,-119.53428,NA,United States,California,Mono,M,Tungsten,,,Unknown,,,Occurrence,,,,,,,,,,,"Ridenour, James",,,,,,,"U.S. GEOLOGICAL SURVEY MINERAL INVESTIGATIONS RESOURCE MAP MR-25,1962, NO. 46, P. 5.",,,,,,,,,D,,,,,,,,,,,,,,,,,
262,10008318,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008318,D000373,,Laurel Creek,37.5666,-118.91762,NA,United States,California,Mono,M,"Molybdenum, Tungsten",,,Unknown,Contact Metamorphic,N,Occurrence,"Molybdenite, Powellite, Scheelite",,,,,,,,,,"King, Robert U., Mosier, Dan",,Granite,,,,,"KIRKEMO, ANDERSON, CREASEY, 1965, INVESTIGATIONS OF MOLYBDENUM DEPOSITS IN THE COUNTERMINOUS U.S.: USGS BULL. 1182-EANDERSON, C.A., 1943, MEMORANDUM REPT. ON THE LAUREL CREEK MOLYBDENUM AND TUNGSTEN PROSPECT, MONO COUNTY, CALIF: UNPUB REPT",,,,,,,,,D,,,,,,,,,,,,,,,,,
262,10008601,https://mrdata.usgs.gov/mrds/show-mrds.php?dep_id=10008601,D000914,,Laurel Creek,37.5666,-118.91762,NA,United States,California,Mono,M,"Tungsten, Molybdenum",,,Unknown,,N,Occurrence,"Molybdenite, Powellite, Scheelite",,,,,,,,,,"Elliott, James E., Mosier, Dan",,Marble,,,,,"LEMMON, D.M., UNPUBLISHED DATA.LEMMON, D.M., AND TWETO, O.L., 1962, TUNGSTEN IN THE U.S., USGS MAP, MR-25.",,,,,,,,,D,,,,,,,,,,,,,,,,,
